num_orders,rolling_mean
62,53.166666666666664
78,54.0
96,57.0
41,59.916666666666664
81,66.16666666666667
72,70.58333333333333
114,73.66666666666667
86,72.75
88,74.41666666666667
79,74.33333333333333
84,77.33333333333333
66,78.91666666666667
29,76.16666666666667
31,72.25
30,66.75
1,63.416666666666664
4,57.0
16,52.333333333333336
36,45.833333333333336
43,42.25
43,38.5
49,36.0
24,31.0
48,29.5
55,31.666666666666668
44,32.75
59,35.166666666666664
66,40.583333333333336
39,43.5
48,46.166666666666664
60,48.166666666666664
70,50.416666666666664
82,53.666666666666664
49,53.666666666666664
117,61.416666666666664
78,63.916666666666664
24,61.333333333333336
44,61.333333333333336
46,60.25
12,55.75
5,52.916666666666664
18,50.416666666666664
46,49.25
43,47.0
48,44.166666666666664
58,44.916666666666664
34,38.0
47,35.416666666666664
37,36.5
93,40.583333333333336
53,41.166666666666664
60,45.166666666666664
102,53.25
33,54.5
54,55.166666666666664
62,56.75
80,59.416666666666664
73,60.666666666666664
81,64.58333333333333
83,67.58333333333333
36,67.5
49,63.833333333333336
30,61.916666666666664
11,57.833333333333336
16,50.666666666666664
14,49.083333333333336
43,48.166666666666664
66,48.5
56,46.5
51,44.666666666666664
50,42.083333333333336
80,41.833333333333336
72,44.833333333333336
60,45.75
93,51.0
78,56.583333333333336
107,64.16666666666667
99,71.25
99,75.91666666666667
119,80.33333333333333
89,83.08333333333333
118,88.66666666666667
102,93.0
153,99.08333333333333
57,97.83333333333333
51,97.08333333333333
49,93.41666666666667
31,89.5
15,81.83333333333333
19,75.16666666666667
75,73.16666666666667
105,72.0
83,71.5
84,68.66666666666667
45,63.916666666666664
64,56.5
58,56.583333333333336
73,58.416666666666664
61,59.416666666666664
94,64.66666666666667
107,72.33333333333333
45,74.5
46,72.08333333333333
81,70.08333333333333
67,68.75
57,66.5
91,70.33333333333333
88,72.33333333333333
58,72.33333333333333
63,71.5
42,69.91666666666667
17,63.5
15,55.833333333333336
20,53.75
57,54.666666666666664
44,51.583333333333336
53,50.416666666666664
75,51.916666666666664
34,47.166666666666664
40,43.166666666666664
50,42.5
69,43.0
64,44.833333333333336
35,46.333333333333336
109,54.166666666666664
40,55.833333333333336
91,58.666666666666664
77,61.416666666666664
62,62.166666666666664
75,62.166666666666664
84,66.33333333333333
72,69.0
39,68.08333333333333
57,67.08333333333333
21,63.5
15,61.833333333333336
19,54.333333333333336
8,51.666666666666664
35,47.0
60,45.583333333333336
46,44.25
58,42.833333333333336
41,39.25
67,38.833333333333336
72,41.583333333333336
51,41.083333333333336
59,44.25
57,47.75
65,51.583333333333336
46,54.75
83,58.75
77,60.166666666666664
81,63.083333333333336
65,63.666666666666664
123,70.5
85,72.0
55,70.58333333333333
42,69.83333333333333
15,66.16666666666667
20,63.083333333333336
5,58.083333333333336
17,55.666666666666664
33,51.5
65,50.5
54,48.25
58,47.666666666666664
57,42.166666666666664
46,38.916666666666664
64,39.666666666666664
67,41.75
60,45.5
60,48.833333333333336
72,54.416666666666664
49,57.083333333333336
94,62.166666666666664
57,61.5
85,64.08333333333333
101,67.66666666666667
110,72.08333333333333
134,79.41666666666667
39,77.33333333333333
27,74.0
47,72.91666666666667
12,68.91666666666667
5,63.333333333333336
22,61.083333333333336
56,57.916666666666664
44,56.833333333333336
85,56.833333333333336
61,53.5
54,48.833333333333336
43,41.25
67,43.583333333333336
49,45.416666666666664
88,48.833333333333336
59,52.75
73,58.416666666666664
65,62.0
86,64.5
133,71.91666666666667
118,74.66666666666667
100,77.91666666666667
137,84.83333333333333
126,91.75
38,89.33333333333333
67,90.83333333333333
32,86.16666666666667
45,85.0
6,79.41666666666667
13,75.08333333333333
51,72.16666666666667
70,66.91666666666667
58,61.916666666666664
61,58.666666666666664
49,51.333333333333336
43,44.416666666666664
65,46.666666666666664
82,47.916666666666664
53,49.666666666666664
41,49.333333333333336
83,55.75
34,57.5
57,58.0
64,57.5
60,57.666666666666664
52,56.916666666666664
70,58.666666666666664
77,61.5
36,59.083333333333336
35,55.166666666666664
20,52.416666666666664
25,51.083333333333336
5,44.583333333333336
15,43.0
33,41.0
58,40.5
32,38.166666666666664
16,35.166666666666664
32,32.0
69,31.333333333333332
55,32.916666666666664
72,36.0
52,38.666666666666664
40,39.916666666666664
75,45.75
66,50.0
54,51.75
81,53.666666666666664
62,56.166666666666664
88,62.166666666666664
97,67.58333333333333
163,75.41666666666667
20,72.5
65,71.91666666666667
46,71.41666666666667
10,68.91666666666667
10,63.5
12,59.0
40,57.833333333333336
73,57.166666666666664
69,57.75
83,57.333333333333336
39,52.5
45,42.666666666666664
50,45.166666666666664
48,43.75
44,43.583333333333336
65,48.166666666666664
57,52.083333333333336
34,53.916666666666664
56,55.25
39,52.416666666666664
66,52.166666666666664
84,52.25
82,55.833333333333336
100,60.416666666666664
39,59.5
50,59.666666666666664
43,59.583333333333336
5,54.583333333333336
7,50.416666666666664
14,48.75
30,46.583333333333336
53,47.75
58,47.083333333333336
43,43.666666666666664
30,39.333333333333336
44,34.666666666666664
29,33.833333333333336
74,35.833333333333336
75,38.5
51,42.333333333333336
97,49.833333333333336
45,52.416666666666664
67,55.5
47,55.0
55,54.75
69,56.916666666666664
71,60.333333333333336
85,63.75
35,64.25
51,62.333333333333336
21,57.833333333333336
15,54.833333333333336
12,47.75
10,44.833333333333336
39,42.5
56,43.25
57,43.416666666666664
71,43.583333333333336
37,40.75
64,39.0
46,39.916666666666664
57,40.416666666666664
61,43.75
61,47.583333333333336
95,54.5
41,57.083333333333336
60,58.833333333333336
65,59.583333333333336
73,60.916666666666664
53,59.416666666666664
139,67.91666666666667
101,71.0
28,69.5
75,71.0
25,68.0
21,64.66666666666667
3,57.0
11,54.5
41,52.916666666666664
76,53.833333333333336
61,52.833333333333336
87,55.666666666666664
33,46.833333333333336
40,41.75
44,43.083333333333336
106,45.666666666666664
57,48.333333333333336
72,52.583333333333336
94,60.166666666666664
53,63.666666666666664
81,67.0
62,65.83333333333333
94,68.58333333333333
77,67.75
90,72.5
92,76.83333333333333
71,79.08333333333333
42,73.75
40,72.33333333333333
17,67.75
7,60.5
18,57.583333333333336
33,53.583333333333336
88,55.75
86,55.083333333333336
78,55.166666666666664
37,50.75
71,49.0
48,47.083333333333336
63,48.833333333333336
67,51.083333333333336
114,59.166666666666664
114,68.08333333333333
91,74.16666666666667
78,77.91666666666667
143,82.5
78,81.83333333333333
105,84.08333333333333
148,93.33333333333333
182,102.58333333333333
75,104.83333333333333
57,104.33333333333333
36,101.75
27,94.5
18,86.5
15,80.16666666666667
52,78.0
80,72.75
79,72.83333333333333
60,69.08333333333333
47,60.666666666666664
40,48.833333333333336
38,45.75
78,47.5
58,49.333333333333336
43,50.666666666666664
73,55.25
40,57.333333333333336
73,59.083333333333336
57,57.166666666666664
82,57.416666666666664
63,57.666666666666664
62,58.916666666666664
108,64.58333333333333
43,65.0
49,62.583333333333336
35,60.666666666666664
12,58.083333333333336
22,53.833333333333336
9,51.25
46,49.0
72,50.25
48,47.416666666666664
35,45.083333333333336
34,42.75
38,36.916666666666664
54,37.833333333333336
54,38.25
90,42.833333333333336
36,44.833333333333336
46,46.833333333333336
68,51.75
73,54.0
85,55.083333333333336
104,59.75
113,66.25
131,74.33333333333333
176,85.83333333333333
69,87.08333333333333
70,88.41666666666667
48,84.91666666666667
17,83.33333333333333
11,80.41666666666667
5,75.16666666666667
59,74.0
52,71.25
89,70.0
89,68.0
58,61.916666666666664
50,51.416666666666664
33,48.416666666666664
86,49.75
92,53.416666666666664
48,56.0
29,57.5
58,61.916666666666664
55,61.583333333333336
57,62.0
80,61.25
99,62.083333333333336
98,65.41666666666667
49,65.33333333333333
46,66.41666666666667
53,63.666666666666664
34,58.833333333333336
7,55.416666666666664
2,53.166666666666664
18,49.833333333333336
69,51.0
32,48.916666666666664
84,49.25
59,45.916666666666664
41,41.166666666666664
24,39.083333333333336
55,39.833333333333336
73,41.5
82,45.5
51,49.166666666666664
25,51.083333333333336
61,54.666666666666664
59,53.833333333333336
39,54.416666666666664
45,51.166666666666664
118,56.083333333333336
95,60.583333333333336
57,63.333333333333336
51,63.0
55,61.5
35,57.583333333333336
15,54.583333333333336
14,53.666666666666664
20,50.25
88,52.666666666666664
52,53.75
77,56.416666666666664
51,50.833333333333336
45,46.666666666666664
37,45.0
42,44.25
45,43.416666666666664
84,47.5
55,50.833333333333336
50,53.833333333333336
49,56.25
74,55.083333333333336
76,57.083333333333336
72,56.666666666666664
105,61.166666666666664
112,66.75
80,70.33333333333333
49,70.91666666666667
49,71.25
58,69.08333333333333
16,65.83333333333333
7,62.25
13,59.25
61,58.166666666666664
61,56.916666666666664
72,56.916666666666664
81,54.916666666666664
33,48.333333333333336
51,45.916666666666664
40,45.166666666666664
74,47.25
120,52.416666666666664
31,53.666666666666664
44,56.75
52,60.0
64,60.25
63,60.416666666666664
60,59.416666666666664
109,61.75
91,66.58333333333333
85,69.41666666666667
45,69.83333333333333
75,69.91666666666667
39,63.166666666666664
15,61.833333333333336
2,58.333333333333336
20,55.666666666666664
55,54.916666666666664
57,54.416666666666664
103,58.0
97,57.0
38,52.583333333333336
61,50.583333333333336
51,51.083333333333336
69,50.583333333333336
99,55.583333333333336
47,58.25
39,61.333333333333336
64,65.0
76,66.75
82,68.83333333333333
109,69.33333333333333
106,70.08333333333333
128,77.58333333333333
89,79.91666666666667
50,79.83333333333333
62,79.25
42,74.5
42,74.08333333333333
7,71.41666666666667
20,67.75
56,66.08333333333333
65,64.66666666666667
48,59.583333333333336
99,59.0
24,50.333333333333336
80,49.583333333333336
38,48.583333333333336
96,51.416666666666664
74,54.083333333333336
35,53.5
68,58.583333333333336
70,62.75
59,63.0
53,62.0
82,64.83333333333333
63,61.833333333333336
85,66.91666666666667
42,63.75
34,63.416666666666664
24,57.416666666666664
39,54.5
28,53.916666666666664
7,48.833333333333336
9,43.75
42,42.333333333333336
59,42.833333333333336
66,41.5
68,41.916666666666664
33,37.583333333333336
46,37.916666666666664
44,38.75
50,40.916666666666664
100,46.0
50,47.833333333333336
53,51.666666666666664
58,55.75
50,56.416666666666664
75,57.75
106,61.083333333333336
80,62.083333333333336
166,73.16666666666667
101,77.75
57,78.83333333333333
47,78.58333333333333
33,73.0
33,71.58333333333333
20,68.83333333333333
7,64.58333333333333
62,65.58333333333333
57,64.08333333333333
111,64.5
82,64.66666666666667
57,55.583333333333336
64,52.5
33,50.5
98,54.75
78,58.5
32,58.416666666666664
64,62.083333333333336
40,64.83333333333333
42,63.166666666666664
41,61.833333333333336
66,58.083333333333336
77,57.666666666666664
99,61.166666666666664
36,58.833333333333336
48,60.083333333333336
62,57.083333333333336
18,52.083333333333336
10,50.25
1,45.0
11,42.583333333333336
40,42.416666666666664
37,42.083333333333336
51,40.833333333333336
62,39.583333333333336
33,34.083333333333336
57,35.833333333333336
54,36.333333333333336
57,35.916666666666664
83,41.333333333333336
38,43.666666666666664
29,46.0
72,51.083333333333336
37,50.833333333333336
45,51.5
53,51.666666666666664
73,52.583333333333336
77,56.25
34,54.333333333333336
40,53.166666666666664
68,54.083333333333336
28,49.5
12,47.333333333333336
10,45.75
23,41.666666666666664
43,42.166666666666664
56,43.083333333333336
69,44.416666666666664
66,43.833333333333336
33,40.166666666666664
53,41.75
48,42.416666666666664
66,42.25
72,45.916666666666664
35,47.833333333333336
42,50.5
83,55.5
54,56.416666666666664
56,56.416666666666664
79,57.25
90,59.25
114,66.0
53,66.0
54,66.5
64,66.33333333333333
50,64.5
16,62.916666666666664
1,59.5
17,54.0
41,52.916666666666664
61,53.333333333333336
66,52.25
77,51.166666666666664
22,43.5
48,43.083333333333336
34,41.416666666666664
66,41.583333333333336
98,45.583333333333336
38,47.416666666666664
45,51.083333333333336
35,52.583333333333336
61,54.25
63,54.416666666666664
89,56.333333333333336
96,57.916666666666664
83,63.0
70,64.83333333333333
45,65.75
54,64.75
52,60.916666666666664
11,58.666666666666664
0,54.916666666666664
31,54.583333333333336
58,54.333333333333336
66,54.583333333333336
72,53.166666666666664
101,53.583333333333336
50,50.833333333333336
44,48.666666666666664
59,49.833333333333336
86,52.5
98,56.333333333333336
79,62.0
49,66.08333333333333
63,68.75
105,72.66666666666667
109,76.25
176,84.91666666666667
118,86.33333333333333
129,92.91666666666667
67,94.83333333333333
67,95.5
78,94.83333333333333
20,88.33333333333333
37,84.83333333333333
17,82.16666666666667
18,78.41666666666667
63,74.91666666666667
41,69.25
54,59.083333333333336
85,56.333333333333336
42,49.083333333333336
49,47.583333333333336
47,45.916666666666664
69,45.166666666666664
100,51.833333333333336
36,51.75
42,53.833333333333336
80,59.0
40,57.083333333333336
57,58.416666666666664
53,58.333333333333336
46,55.083333333333336
52,55.916666666666664
53,56.25
38,55.5
53,54.166666666666664
31,48.416666666666664
14,46.583333333333336
7,43.666666666666664
8,37.666666666666664
52,38.666666666666664
37,37.0
39,35.833333333333336
36,35.0
37,33.75
47,33.25
60,35.083333333333336
71,36.583333333333336
75,40.25
36,42.083333333333336
76,47.833333333333336
78,53.666666666666664
43,52.916666666666664
101,58.25
99,63.25
98,68.41666666666667
164,79.0
119,85.0
56,84.66666666666667
68,84.41666666666667
52,82.5
12,80.5
23,76.08333333333333
26,71.75
61,73.25
81,71.58333333333333
103,71.91666666666667
79,70.33333333333333
64,62.0
57,56.833333333333336
77,58.583333333333336
56,57.583333333333336
81,60.0
44,62.666666666666664
28,63.083333333333336
62,66.08333333333333
57,65.75
46,62.833333333333336
72,60.25
66,59.166666666666664
88,61.166666666666664
51,60.666666666666664
45,58.0
47,57.25
16,51.833333333333336
3,48.416666666666664
2,46.25
17,42.5
53,42.166666666666664
48,42.333333333333336
92,44.0
90,46.0
41,42.083333333333336
38,41.0
59,42.166666666666664
50,42.416666666666664
89,48.5
66,53.75
48,57.583333333333336
71,62.083333333333336
58,62.5
53,62.916666666666664
52,59.583333333333336
79,58.666666666666664
99,63.5
49,64.41666666666667
53,63.916666666666664
86,66.91666666666667
25,61.583333333333336
23,58.0
9,54.75
20,50.5
60,50.666666666666664
49,50.333333333333336
113,55.416666666666664
93,56.583333333333336
53,52.75
41,52.083333333333336
58,52.5
65,50.75
84,55.666666666666664
23,55.666666666666664
49,59.0
82,64.16666666666667
60,64.16666666666667
43,63.666666666666664
113,63.666666666666664
98,64.08333333333333
85,66.75
73,69.41666666666667
76,70.91666666666667
72,71.5
30,67.0
3,65.33333333333333
2,61.416666666666664
5,55.0
67,55.583333333333336
78,58.5
103,57.666666666666664
74,55.666666666666664
41,52.0
61,51.0
76,51.0
72,51.0
119,58.416666666666664
46,62.0
66,67.33333333333333
48,70.91666666666667
55,69.91666666666667
68,69.08333333333333
83,67.41666666666667
88,68.58333333333333
113,74.58333333333333
67,75.08333333333333
39,72.0
73,72.08333333333333
59,67.08333333333333
26,65.41666666666667
9,60.666666666666664
38,59.833333333333336
60,60.25
46,58.416666666666664
104,60.166666666666664
69,58.583333333333336
47,53.083333333333336
47,51.416666666666664
57,52.916666666666664
88,54.166666666666664
95,57.166666666666664
71,60.916666666666664
73,66.25
80,69.75
106,73.58333333333333
84,76.75
128,78.75
105,81.75
153,90.58333333333333
104,95.33333333333333
52,94.91666666666667
75,93.83333333333333
62,91.08333333333333
16,86.5
14,81.58333333333333
40,78.25
84,76.41666666666667
62,74.58333333333333
58,68.75
73,66.08333333333333
31,55.916666666666664
62,52.416666666666664
71,54.0
65,53.166666666666664
95,55.916666666666664
43,58.166666666666664
61,62.083333333333336
110,67.91666666666667
42,64.41666666666667
32,61.916666666666664
84,64.08333333333333
48,62.0
106,68.25
33,65.83333333333333
54,64.41666666666667
82,65.83333333333333
15,59.166666666666664
26,57.75
8,53.333333333333336
6,44.666666666666664
49,45.25
56,47.25
45,44.0
48,44.0
35,38.083333333333336
43,38.916666666666664
46,38.25
64,36.75
92,43.166666666666664
38,44.166666666666664
56,48.166666666666664
97,55.75
66,57.166666666666664
94,60.333333333333336
104,65.25
119,71.16666666666667
165,82.0
109,87.5
79,90.25
77,91.33333333333333
37,86.75
31,86.16666666666667
13,82.58333333333333
22,76.33333333333333
69,76.58333333333333
72,74.75
138,77.58333333333333
81,74.41666666666667
52,65.0
74,62.083333333333336
58,60.333333333333336
71,59.833333333333336
104,65.41666666666667
59,67.75
63,71.91666666666667
64,75.41666666666667
75,75.91666666666667
47,73.83333333333333
73,68.41666666666667
80,68.33333333333333
85,71.08333333333333
78,71.41666666666667
68,72.25
39,69.58333333333333
38,64.08333333333333
4,59.5
6,54.75
33,52.166666666666664
74,52.083333333333336
44,51.833333333333336
82,52.583333333333336
78,52.416666666666664
32,48.0
57,46.25
46,44.416666666666664
59,46.083333333333336
98,51.083333333333336
51,55.0
49,58.583333333333336
71,61.75
82,62.416666666666664
80,65.41666666666667
71,64.5
84,65.0
84,69.33333333333333
57,69.33333333333333
91,73.08333333333333
89,75.58333333333333
32,70.08333333333333
15,67.08333333333333
14,64.16666666666667
30,60.75
73,60.0
79,59.916666666666664
84,61.0
63,59.25
54,56.75
63,57.25
55,54.25
74,53.0
101,58.75
44,61.166666666666664
42,63.5
67,66.58333333333333
53,64.91666666666667
98,66.5
77,65.91666666666667
142,72.5
159,81.25
37,79.08333333333333
94,82.33333333333333
103,84.75
41,79.75
24,78.08333333333333
3,74.83333333333333
26,71.41666666666667
68,72.66666666666667
62,69.66666666666667
72,69.25
50,61.583333333333336
45,52.083333333333336
42,52.5
38,47.833333333333336
93,47.0
115,53.166666666666664
69,56.916666666666664
43,60.25
62,63.25
60,62.583333333333336
67,63.0
97,65.08333333333333
62,66.08333333333333
130,73.16666666666667
65,75.08333333333333
77,78.33333333333333
79,77.16666666666667
54,72.08333333333333
17,67.75
7,64.75
26,61.75
74,62.916666666666664
47,61.25
96,61.166666666666664
87,63.25
39,55.666666666666664
67,55.833333333333336
47,53.333333333333336
93,54.5
96,58.0
60,61.583333333333336
62,66.16666666666667
51,68.25
135,73.33333333333333
114,78.91666666666667
150,83.41666666666667
96,84.16666666666667
167,94.83333333333333
119,99.16666666666667
110,104.41666666666667
70,102.5
80,101.16666666666667
43,99.75
25,96.66666666666667
24,94.41666666666667
55,87.75
78,84.75
76,78.58333333333333
55,75.16666666666667
41,64.66666666666667
58,59.583333333333336
67,56.0
81,56.916666666666664
81,57.0
61,58.5
45,60.166666666666664
70,64.0
67,65.0
57,63.25
46,60.75
77,62.583333333333336
111,68.41666666666667
59,68.5
102,71.41666666666667
93,72.41666666666667
40,69.0
26,66.08333333333333
9,63.083333333333336
9,58.0
61,57.5
56,57.416666666666664
48,57.583333333333336
50,55.333333333333336
39,49.333333333333336
42,47.916666666666664
37,42.5
90,42.25
109,48.0
51,50.083333333333336
68,55.0
53,58.666666666666664
65,59.0
100,62.666666666666664
121,68.75
128,75.25
147,84.25
74,86.91666666666667
129,94.58333333333333
56,91.75
59,87.58333333333333
23,85.25
35,82.5
19,79.66666666666667
78,80.75
67,78.0
104,76.58333333333333
51,70.16666666666667
39,61.166666666666664
71,60.916666666666664
78,56.666666666666664
94,59.833333333333336
123,65.16666666666667
76,69.58333333333333
43,70.25
56,73.33333333333333
53,71.25
53,70.08333333333333
97,69.5
60,70.25
253,88.08333333333333
77,88.58333333333333
83,89.0
76,87.5
28,79.58333333333333
36,76.25
2,72.83333333333333
17,69.58333333333333
54,69.66666666666667
58,70.08333333333333
74,68.16666666666667
71,69.08333333333333
40,51.333333333333336
37,48.0
46,44.916666666666664
52,42.916666666666664
87,47.833333333333336
70,50.666666666666664
67,56.083333333333336
64,60.0
52,59.833333333333336
99,63.25
62,62.25
86,63.5
119,70.08333333333333
37,70.08333333333333
68,71.91666666666667
52,71.91666666666667
38,67.83333333333333
38,65.16666666666667
6,60.083333333333336
27,57.0
58,57.5
61,54.333333333333336
113,58.583333333333336
68,57.083333333333336
42,50.666666666666664
49,51.666666666666664
40,49.333333333333336
77,51.416666666666664
102,56.75
53,58.0
34,60.333333333333336
65,63.5
78,65.16666666666667
88,67.41666666666667
97,66.08333333333333
140,72.08333333333333
159,81.83333333333333
51,82.0
73,84.75
114,87.83333333333333
58,84.16666666666667
19,81.33333333333333
7,79.08333333333333
15,74.91666666666667
63,73.66666666666667
73,72.41666666666667
73,70.41666666666667
57,63.5
48,54.25
69,55.75
51,53.916666666666664
59,49.333333333333336
115,54.083333333333336
59,57.416666666666664
57,61.583333333333336
46,64.16666666666667
63,64.16666666666667
89,65.5
104,68.08333333333333
118,73.16666666666667
121,79.25
54,78.0
73,79.83333333333333
117,84.66666666666667
59,80.0
26,77.25
6,73.0
21,70.91666666666667
62,70.83333333333333
102,71.91666666666667
114,72.75
77,69.33333333333333
63,64.5
53,64.41666666666667
88,65.66666666666667
64,61.25
91,63.916666666666664
96,69.75
70,75.08333333333333
55,77.91666666666667
84,79.75
92,78.91666666666667
172,83.75
72,83.33333333333333
164,91.75
128,98.0
112,100.0
65,100.08333333333333
52,96.83333333333333
24,90.83333333333333
27,87.25
28,85.0
92,85.66666666666667
103,86.58333333333333
52,76.58333333333333
78,77.08333333333333
37,66.5
73,61.916666666666664
47,56.5
95,59.0
102,63.166666666666664
66,66.66666666666667
65,69.83333333333333
88,74.83333333333333
98,75.33333333333333
74,72.91666666666667
116,78.25
107,80.66666666666667
129,88.33333333333333
83,89.16666666666667
112,94.58333333333333
121,96.75
76,94.58333333333333
15,90.33333333333333
5,85.33333333333333
18,79.5
81,78.08333333333333
81,78.66666666666667
76,75.33333333333333
76,72.75
52,66.33333333333333
62,64.58333333333333
62,60.416666666666664
85,57.416666666666664
130,61.916666666666664
52,65.0
65,70.0
60,73.5
67,72.33333333333333
83,72.5
134,77.33333333333333
125,81.41666666666667
162,90.58333333333333
77,91.83333333333333
91,94.25
80,93.83333333333333
43,86.58333333333333
25,84.33333333333333
32,81.58333333333333
21,78.33333333333333
69,78.5
91,79.16666666666667
120,78.0
63,72.83333333333333
49,63.416666666666664
62,62.166666666666664
49,58.666666666666664
62,57.166666666666664
100,61.916666666666664
68,65.5
57,67.58333333333333
65,71.25
61,70.58333333333333
88,70.33333333333333
85,67.41666666666667
77,68.58333333333333
81,71.25
74,72.25
55,72.75
84,74.58333333333333
77,72.66666666666667
25,69.08333333333333
5,64.75
6,59.833333333333336
49,58.833333333333336
66,57.0
53,54.333333333333336
43,51.5
40,48.083333333333336
34,44.75
61,45.25
82,45.083333333333336
74,44.833333333333336
43,46.333333333333336
44,49.583333333333336
77,55.5
38,54.583333333333336
81,55.833333333333336
70,57.25
69,59.416666666666664
138,67.58333333333333
45,68.5
62,68.58333333333333
59,66.66666666666667
30,63.0
25,61.5
14,59.0
20,54.25
68,56.75
57,54.75
57,53.666666666666664
43,51.5
35,42.916666666666664
73,45.25
54,44.583333333333336
65,45.083333333333336
113,52.0
67,55.5
39,57.583333333333336
77,62.333333333333336
92,64.33333333333333
94,67.41666666666667
118,72.5
131,79.83333333333333
201,93.66666666666667
125,98.0
136,104.83333333333333
110,108.58333333333333
60,104.16666666666667
33,101.33333333333333
5,98.5
21,93.83333333333333
85,93.25
83,92.33333333333333
95,90.41666666666667
73,85.58333333333333
58,73.66666666666667
54,67.75
56,61.083333333333336
76,58.25
104,61.916666666666664
63,64.41666666666667
56,68.66666666666667
55,71.5
48,68.41666666666667
75,67.75
65,65.25
85,66.25
121,71.5
54,71.5
74,73.0
52,71.0
16,63.666666666666664
17,59.833333333333336
29,57.583333333333336
13,54.083333333333336
57,54.833333333333336
40,51.916666666666664
83,53.416666666666664
75,52.583333333333336
34,45.333333333333336
67,46.416666666666664
97,48.333333333333336
55,48.583333333333336
96,55.25
54,58.333333333333336
48,59.916666666666664
72,64.83333333333333
68,65.75
75,68.66666666666667
82,68.58333333333333
90,69.83333333333333
104,75.66666666666667
76,76.41666666666667
75,74.58333333333333
99,78.25
30,72.75
18,69.75
19,67.33333333333333
21,63.083333333333336
51,61.666666666666664
59,60.333333333333336
39,56.75
44,52.916666666666664
24,46.25
48,43.916666666666664
84,44.666666666666664
71,42.333333333333336
117,49.583333333333336
33,50.833333333333336
55,53.833333333333336
63,57.333333333333336
64,58.416666666666664
66,59.0
75,62.0
72,64.33333333333333
79,68.91666666666667
82,71.75
87,72.0
71,72.0
74,68.41666666666667
20,67.33333333333333
4,63.083333333333336
18,59.333333333333336
66,59.5
44,57.666666666666664
45,55.166666666666664
38,52.333333333333336
55,50.333333333333336
69,49.25
76,48.333333333333336
96,50.416666666666664
100,52.583333333333336
66,56.416666666666664
57,60.833333333333336
63,64.58333333333333
107,68.0
110,73.5
73,75.83333333333333
146,84.83333333333333
154,93.08333333333333
89,94.75
154,101.25
105,102.0
68,99.33333333333333
22,95.66666666666667
18,92.41666666666667
31,89.75
75,87.08333333333333
63,83.16666666666667
